,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,frontage_pct,total_porch_sf,total_sf,has_pool,has_garage,has_basement,has_porch,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsphShn,Brk Cmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,WdShing,bsmt_sf_ALQ,bsmt_sf_BLQ,bsmt_sf_GLQ,bsmt_sf_LwQ,bsmt_sf_NA,bsmt_sf_Rec,bsmt_sf_Unf,total_bath
1309,727,902477120,30,C (all),60.0,7879,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,4,5,1920,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,225.0,720.0,GasA,3,N,FuseA,720,0,0,720,0.0,0.0,1,0,2,1,3,4,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,0,0,523,115,0,0,0,0,2,NA,0,11,2009,WD ,34900,0.007878569454854392,638,2078.0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,1.0
1429,1547,910202050,30,RM,40.0,3636,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,4,4,1922,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,2.0,1.0,796.0,796.0,GasA,2,N,SBrkr,796,0,0,796,0.0,0.0,1,0,2,1,3,5,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,3,NA,0,1,2008,WD ,55000,0.007878569454854392,100,1692.0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1466,2038,903457130,190,RM,52.0,4330,Pave,Grvl,3,Lvl,AllPub,Inside,2,IDOTRR,2fmCon,1.5Fin,4,6,1958,1958,Gable,CompShg,None,0.0,3,3,BrkTil,2.0,3.0,1.0,0.0,808.0,GasA,3,Y,SBrkr,838,477,0,1315,1.0,0.0,2,0,3,1,3,5,8,0,0,Detchd,1958.0,2.0,2.0,436.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,2,2007,COD,99500,0.007878569454854392,0,2123.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,681.0,0.0,2.0
1472,940,910202070,70,RM,59.0,10690,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,2Story,5,7,1920,1997,Hip,CompShg,None,0.0,3,4,CBlock,3.0,2.0,1.0,216.0,672.0,GasA,4,Y,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1964.0,1.0,1.0,468.0,3,2,2,0,128,218,0,0,0,0,0,NA,0,7,2009,WD ,147000,0.007878569454854392,346,2362.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,1.0
1486,302,910202060,50,RM,40.0,5436,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,None,0.0,3,4,BrkTil,3.0,3.0,1.0,61.0,796.0,GasA,4,Y,SBrkr,796,358,0,1154,1.0,0.0,1,0,3,1,4,7,8,0,0,Detchd,1922.0,1.0,1.0,240.0,3,3,0,0,96,0,0,0,0,0,3,NA,0,5,2010,WD ,125500,0.007878569454854392,96,2046.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,1.0
1518,2881,911175430,20,C (all),50.0,9000,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,2,3,1949,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,3.0,430.0,480.0,GasA,3,N,FuseA,480,0,0,480,1.0,0.0,0,0,1,1,3,4,8,0,0,Detchd,1958.0,1.0,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,35311,0.007878569454854392,0,960.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,1550,910203090,50,RM,58.0,8155,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,780.0,780.0,GasA,4,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,3,7,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,NA,0,7,2008,WD ,119000,0.007878569454854392,96,2076.0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1568,2233,910200110,50,RM,50.0,7000,Pave,NA,3,Lvl,AllPub,Corner,2,IDOTRR,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,345.0,720.0,GasA,4,Y,FuseA,720,495,0,1215,0.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1965.0,0.0,2.0,720.0,3,3,2,0,0,30,0,0,0,0,3,NA,0,5,2007,WD ,141000,0.007878569454854392,30,1965.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1586,2037,903457040,50,RM,60.0,10320,Pave,Grvl,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,2.0,1.0,763.0,1138.0,GasA,4,Y,SBrkr,1138,1042,0,2180,0.0,0.0,1,1,3,1,3,7,8,1,4,Detchd,2006.0,1.0,2.0,720.0,3,3,0,0,0,170,0,0,0,0,0,NA,0,5,2007,WD ,161000,0.007878569454854392,170,3488.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,1.5
1638,2245,911128020,30,C (all),60.0,6060,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,5,9,1930,2007,Hip,CompShg,None,0.0,4,3,BrkTil,3.0,3.0,1.0,100.0,837.0,GasA,5,Y,SBrkr,1001,0,0,1001,0.0,0.0,1,0,2,1,4,5,8,0,0,Detchd,1930.0,1.0,1.0,216.0,3,1,0,154,0,42,86,0,0,0,0,NA,0,11,2007,WD ,124900,0.007878569454854392,282,2120.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1645,761,903484110,190,RM,60.0,10320,Pave,Grvl,3,Bnk,AllPub,Inside,2,IDOTRR,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,160.0,698.0,GasA,5,Y,FuseF,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,8,0,0,Detchd,1915.0,1.0,1.0,308.0,3,3,2,0,0,288,0,0,0,0,0,NA,0,2,2009,WD ,116000,0.007878569454854392,288,2389.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,276.0,0.0,1.5
1765,2031,903450060,50,RM,61.12194183076038,7758,Pave,NA,3,Lvl,AllPub,Corner,2,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,BrkFace,600.0,3,2,PConc,3.0,3.0,1.0,816.0,1040.0,GasA,5,Y,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,3,7,8,2,3,Detchd,1951.0,1.0,1.0,240.0,3,3,2,0,0,0,0,184,0,0,0,NA,0,6,2007,WD ,169500,0.007878569454854392,184,3042.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,1.5
1793,1555,911102090,70,C (all),60.0,5280,Pave,NA,3,Lvl,AllPub,Corner,2,IDOTRR,1Fam,2Story,4,7,1895,1950,Gable,CompShg,None,0.0,3,3,Stone,1.0,2.0,1.0,173.0,173.0,GasA,5,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1895.0,1.0,1.0,185.0,2,3,2,0,123,0,0,0,0,0,0,NA,0,7,2008,WD ,89000,0.007878569454854392,123,1657.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1915,2234,910201020,45,RM,50.0,5000,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,3.0,604.0,720.0,GasA,1,N,FuseF,803,0,0,803,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1941.0,1.0,2.0,360.0,3,3,2,0,0,244,0,0,0,0,0,NA,0,12,2007,WD ,87000,0.007878569454854392,244,1767.0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0
1945,305,911128180,50,C (all),60.0,7500,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,698.0,698.0,GasA,3,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1980.0,2.0,2.0,528.0,3,3,2,30,0,164,0,0,0,0,0,NA,0,4,2010,COD,68400,0.007878569454854392,194,2020.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1996,2691,903451050,50,RM,60.0,10320,Pave,Grvl,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,2.0,1.0,596.0,596.0,GasA,1,Y,FuseF,834,596,0,1430,0.0,0.0,2,0,3,1,2,7,8,0,0,Detchd,1924.0,1.0,2.0,370.0,2,2,2,218,0,0,0,210,0,0,0,NA,0,10,2006,WD ,107000,0.007878569454854392,428,2454.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2010,2880,911175410,30,C (all),69.0,12366,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,3,5,1945,1950,Gable,CompShg,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,GasA,3,N,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,3,5,5,0,0,NA,0.0,0.0,0.0,0.0,0,0,0,0,0,23,0,0,0,0,0,NA,0,10,2006,WD ,51689,0.007878569454854392,23,752.0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017,303,910203250,30,RM,58.0,8154,Pave,NA,3,Lvl,AllPub,Inside,2,IDOTRR,1Fam,1Story,2,5,1941,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,0.0,480.0,GasA,3,Y,SBrkr,540,0,0,540,0.0,0.0,1,0,1,1,3,4,8,0,0,Detchd,1951.0,1.0,1.0,200.0,2,2,0,0,0,0,0,0,0,0,0,NA,0,4,2010,ConLw,82000,0.007878569454854392,0,1020.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0
2030,306,911202100,50,C (all),66.0,8712,Pave,Pave,3,HLS,AllPub,Inside,1,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,None,0.0,3,3,Stone,3.0,3.0,2.0,859.0,859.0,GasA,4,Y,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,3,7,8,0,0,Detchd,1964.0,2.0,1.0,384.0,3,3,0,68,0,98,0,0,0,0,0,NA,0,1,2010,WD ,102776,0.007878569454854392,166,2203.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,380,527355150,20,RL,80.0,9600,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,None,0.0,4,3,PConc,4.0,3.0,1.0,1420.0,2524.0,GasA,3,Y,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,1981.0,0.0,2.0,542.0,3,3,2,474,120,0,0,0,0,0,3,NA,0,7,2009,WD ,278000,0.007299360825646922,594,5642.0,0,1,1,1,0,0,0,1,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
37,21,527358140,20,RL,105.0,11751,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,CompShg,BrkFace,480.0,3,3,CBlock,4.0,3.0,1.0,1139.0,1844.0,GasA,5,Y,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1977.0,2.0,2.0,546.0,3,3,2,0,122,0,0,0,0,0,3,NA,0,1,2010,COD,190000,0.007299360825646922,122,3810.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,2.0
38,1873,534177210,20,RL,80.0,9600,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,7,6,1973,1973,Hip,CompShg,BrkFace,320.0,3,3,CBlock,3.0,3.0,1.0,326.0,1242.0,GasA,2,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,3,Attchd,1973.0,1.0,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,9,2007,WD ,175500,0.007299360825646922,0,2484.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
52,2351,527356020,60,RL,80.0,16692,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,2Story,7,5,1978,1978,Gable,CompShg,BrkFace,184.0,3,3,CBlock,4.0,3.0,1.0,133.0,1392.0,GasA,3,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,8,2,3,Attchd,1978.0,2.0,2.0,564.0,3,3,2,0,112,0,0,440,519,2,3,TenC,2000,7,2006,WD ,250000,0.007299360825646922,552,4728.0,1,1,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,790.0,0.0,469.0,0.0,0.0,0.0,3.5
88,588,534129370,20,RL,80.0,9600,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,5,5,1969,1969,Gable,CompShg,BrkFace,128.0,3,3,CBlock,4.0,3.0,2.0,588.0,1288.0,GasA,3,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,8,1,2,Attchd,1969.0,2.0,2.0,502.0,3,3,2,312,11,0,0,0,0,0,0,Shed,650,8,2009,WD ,163000,0.007299360825646922,323,2947.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,147.0,0.0,2.0
90,1187,534127210,80,RL,81.05210260798341,11104,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,3.0,599.0,1427.0,GasA,4,Y,SBrkr,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,8,0,0,Attchd,1969.0,2.0,2.0,516.0,3,3,2,0,0,0,0,216,0,0,0,NA,0,5,2008,WD ,183000,0.007299360825646922,216,3070.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,0.0,0.0,2.0
105,2524,534125210,190,RL,79.0,13110,Pave,NA,2,Lvl,AllPub,Corner,2,NWAmes,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,BrkFace,144.0,3,3,CBlock,4.0,3.0,1.0,191.0,1153.0,GasA,5,Y,SBrkr,1193,0,0,1193,1.0,0.0,2,0,2,1,3,6,8,0,0,Attchd,1972.0,0.0,2.0,501.0,3,3,2,140,153,0,0,0,0,0,3,NA,0,7,2006,WD ,146500,0.007299360825646922,293,2639.0,0,1,1,1,0,1,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,962.0,0.0,0.0,0.0,0.0,2.0
115,379,527354200,20,RL,80.0,11088,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,6,5,1978,1998,Gable,CompShg,BrkFace,144.0,3,3,PConc,3.0,3.0,1.0,308.0,1140.0,GasA,4,Y,SBrkr,1707,0,0,1707,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1978.0,0.0,2.0,479.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,5,2009,WD ,184000,0.007299360825646922,0,2847.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
147,1019,527302050,20,RL,78.0,12090,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,6,6,1981,1981,Gable,CompShg,BrkFace,210.0,3,4,CBlock,4.0,3.0,1.0,606.0,1422.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,1981.0,0.0,2.0,576.0,3,3,2,276,0,0,0,0,0,0,4,NA,0,6,2008,WD ,175500,0.007299360825646922,276,3120.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,588.0,228.0,0.0,0.0,0.0,2.0
174,381,527356040,20,RL,82.0,11880,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,7,5,1978,1978,Gable,CompShg,BrkFace,206.0,3,3,CBlock,4.0,3.0,1.0,567.0,1271.0,GasA,3,Y,SBrkr,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1978.0,2.0,2.0,478.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2009,COD,157000,0.007299360825646922,0,2872.0,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
182,2356,527376090,20,RL,78.0,10140,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,5,6,1975,1975,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,268.0,1056.0,GasA,5,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1975.0,2.0,2.0,495.0,3,3,2,0,88,0,0,0,0,0,3,NA,0,7,2006,WD ,153500,0.007299360825646922,88,2218.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
193,382,527359050,20,RL,80.0,10400,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,1Story,7,5,1976,1976,Gable,CompShg,BrkFace,189.0,3,3,CBlock,4.0,3.0,1.0,1090.0,1090.0,GasA,3,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1976.0,2.0,2.0,479.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,6,2009,WD ,152000,0.007299360825646922,0,2460.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
274,372,527302175,20,RL,48.0,17043,Pave,NA,2,Lvl,AllPub,CulDSac,2,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,CompShg,None,0.0,3,4,CBlock,4.0,2.0,1.0,1362.0,1362.0,GasA,3,Y,SBrkr,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1979.0,1.0,2.0,435.0,3,3,2,192,0,0,0,0,0,0,0,NA,0,1,2009,WD ,181000,0.007299360825646922,192,3140.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
292,2525,534126060,80,RL,102.0,10192,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,BrkFace,143.0,3,3,CBlock,3.0,3.0,1.0,570.0,570.0,GasA,4,Y,SBrkr,1222,698,0,1920,0.0,0.0,3,0,4,1,4,8,8,1,3,Attchd,1968.0,2.0,2.0,487.0,3,3,2,0,98,0,0,0,0,0,4,NA,0,9,2006,WD ,170000,0.007299360825646922,98,2588.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
311,2541,534250300,60,RL,108.05243830205139,14803,Pave,NA,2,Lvl,AllPub,CulDSac,2,NWAmes,1Fam,2Story,6,5,1971,1971,Gable,CompShg,BrkFace,252.0,3,3,CBlock,3.0,3.0,1.0,409.0,825.0,GasA,4,Y,SBrkr,1097,896,0,1993,0.0,0.0,2,1,4,1,3,8,8,1,4,Attchd,1971.0,2.0,2.0,495.0,3,3,2,0,66,0,0,0,0,0,2,NA,0,6,2006,WD ,190000,0.007299360825646922,66,2884.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,2.5
326,1198,534250010,90,RL,87.0,9246,Pave,NA,2,Lvl,AllPub,Inside,2,NWAmes,Duplex,1Story,5,5,1973,1973,Gable,CompShg,BrkFace,564.0,3,3,CBlock,3.0,3.0,1.0,1656.0,1656.0,GasA,3,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,4,2,3,8,8,0,0,Detchd,1973.0,1.0,2.0,506.0,3,3,2,0,211,0,0,0,0,0,0,NA,0,11,2008,WD ,135000,0.007299360825646922,211,3523.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
331,1646,527302020,80,RL,78.0,12090,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,BrkFace,74.0,3,3,CBlock,4.0,3.0,1.0,585.0,585.0,GasA,5,Y,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,3,7,8,1,3,BuiltIn,1984.0,0.0,2.0,477.0,3,3,2,268,112,0,0,147,0,0,0,NA,0,1,2007,WD ,178000,0.007299360825646922,527,2980.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
347,2352,527356060,60,RL,85.0,11475,Pave,NA,3,Lvl,AllPub,Inside,2,NWAmes,1Fam,2Story,6,6,1975,1975,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,163.0,713.0,GasA,3,Y,SBrkr,811,741,0,1552,1.0,0.0,2,1,3,1,3,6,8,1,3,Attchd,1975.0,2.0,2.0,434.0,3,3,2,209,208,0,0,0,0,0,3,NA,0,2,2006,WD ,179900,0.007299360825646922,417,2682.0,0,1,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
